Country,Type,Date,Artist / Guest,Event Name,Location,Venue + Map,Tickets,Official
South Korea,Concert,2019-04-19 00:00:00,Nell,Quiet yet Loud,"Yongsan, Seoul",Blue Square I-Market Hall,,
South Korea,Concert,2019-04-27 00:00:00,Pentagon,PRISM,"Yongsan, Seoul",Blue Square I-Market Hall,,
South Korea,Concert,2019-05-24 00:00:00,Eric Nam,Fan Concert with Eric Nam,"Yongsan, Seoul",Understage,,
South Korea,Concert,2019-05-25 00:00:00,Kassy,진심이 담긴 콘서트,"Yongsan, Seoul",Understage,,
South Korea,Concert,2019-06-01 00:00:00,Sik-K,FL1P,"Yongsan, Seoul",Blue Square I-Market Hall,,
South Korea,Concert,2019-06-06 00:00:00,Guckkasten,HELLO,"Yongsan, Seoul",Blue Square I-Market Hall,,
Spain,Concert,2019-05-28 00:00:00,Blackpink,In Your Area,"Barcelona, Spain",Palau Sant Jordi,,
Spain,Concert,2019-03-23 00:00:00,Sik-K,FL1P Sik-K,"Machester, UK",FAC251,,
Spain,Concert,2019-01-20 00:00:00,Day6,Youth,"Madrid, Spain",Sala Riviera,,
Spain,Concert,2019-01-20 00:00:00,Day6,Youth,"Madrid, Spain",Sala Riviera,,
Spain,Concert,2019-02-10 00:00:00,PLT,We Go Holic,"Madrid, Spain",Gotham The Club,,
Spain,Concert,2019-02-20 00:00:00,A.C.E.,To Be An Ace,"Madrid, Spain",Teatro Barceló,,
Spain,Concert,2019-03-24 00:00:00,Bang Yongguk,European Tour,"Madrid, Spain",Gotham The Club,,
Spain,Concert,2019-04-13 00:00:00,IMFACT,European Tour,"Madrid, Spain",Gotham The Club,,
Spain,Concert,2019-04-14 00:00:00,Seven O'Clock,The Beginning,"Madrid, Spain",Gotham The Club,,
Spain,Concert,2019-04-18 00:00:00,M.O.N.T,Will You Be My Mint,"Madrid, Spain",[TBD](),,
Spain,Concert,2019-06-05 00:00:00,Eric Nam,I Color U,"Madrid, Spain",Cool Stage,,
Spain,Concert,2019-06-29 00:00:00,Monsta X,We Are Here,"Madrid, Spain",[TBD](),,
Spain,Concert,2019-09-16 00:00:00,Dok2Gonzo,Thunderground,"Madrid, Spain",GOTHAM The Club,,
Spain,Concert,2019-05-21 00:00:00,Blackpink,In Your Area,"Manchester, UK",Manchester Arena,,
Sweden,Fanmeet,2019-04-30 00:00:00,M.O.N.T,Will You Be My Mint,"Gothenburg, Sweden",[TBD](),,
Sweden,Concert,2019-04-18 00:00:00,Ateez,Expedition,"Stockholm, Sweden",Fryshuset Klubben,,
Sweden,Concert,2019-02-26 00:00:00,A.C.E.,To Be An Ace,"Stokholm, Sweden",Fryshuset Klubben,,
Taiwan,Fanmeet,2019-03-03 00:00:00,Choi Minho (SHINee),Best Choi’s Minho,Taipei,TICC,,
Taiwan,Fanmeet,2019-03-09 00:00:00,Yoon Jisung,Aside,Taipei City,NTU Sports Center,,
Taiwan,Fanmeet,2019-03-10 00:00:00,Yuri SNSD,Into Yuri,Taipei City,Petite Cafe,,
Taiwan,Concert,2019-03-16 00:00:00,ASTRO,Star Light,Taipei City,TICC,,
Taiwan,Fanmeet,2019-03-16 00:00:00,Sung Hoon,My Secret Date,Taipei City,Legacy MAX,,
Taiwan,Fanmeet,2019-03-23 00:00:00,Ha Sungwoon Hotshot,My Moment,Taipei City,TICC,,
Taiwan,Concert,2019-03-28 00:00:00,Various,Monster Kpop Concert,Taipei City,Taipei Arena,,
Taiwan,Concert,2019-03-30 00:00:00,Lee Gikwang,I,Taipei City,TICC,,
Taiwan,Concert,2019-03-31 00:00:00,Lovelyz,Lovelyz 3 of Winter World,Taipei City,TICC,,
Taiwan,Concert,2019-04-07 00:00:00,Davichi,Davichi,Taipei City,Legacy MAX,,
Taiwan,Showcase,2019-04-14 00:00:00,Jus2 GOT7,Focus,Taipei City,TICC,,
Taiwan,Concert,2019-04-27 00:00:00,ONF,We Must Love,Taipei City,Legacy MAX,,
Taiwan,Concert,2019-08-31 00:00:00,Gfriend,GO GO GFRIEND!,Taoyuan City,NTSU Arena,,
Taiwan,Concert,2019-11-24 00:00:00,Winner,Cross Tour,Taoyuan City,NTSU Arena,,
Thailand,Concert,2019-04-27 00:00:00,ASTRO,Star Light,---,[](),,
Thailand,Fanmeet,2019-03-02 00:00:00,Choi Minho (SHINee),Best Choi’s Minho,Bangkok,Thunder Dome,,
Thailand,Fanmeet,2019-03-16 00:00:00,Ong Seongwoo,Eternity,Bangkok,Thunder Dome,,
Thailand,Fanmeet,2019-03-23 00:00:00,Yoon Jisung,Aside,Bangkok,BCC Hall,,
Thailand,Concert,2019-04-04 00:00:00,BTS,Love Yourself : Speak Yourself,Bangkok,Rajamangala Stadium,,
Thailand,Showcase,2019-04-27 00:00:00,Jus2 GOT7,Focus,Bangkok,Thunder Dome,,
Thailand,Concert,2019-06-01 00:00:00,Monsta X,We Are Here,Bangkok,[TBD](),,
Thailand,Concert,2019-07-27 00:00:00,Gfriend,GO GO GFRIEND!,Bangkok,BCC Hall,,
Thailand,Fanmeet,2019-10-19 00:00:00,Lee Seung Gi,Vagabond Voyage,"Nonthaburi, Thailand",Central Plaza Chaengwattana,,
UnitedKingdom,Concert,2019-01-25 00:00:00,Day6,Youth,"London, UK",O2 Forum Kentish Town,,
UnitedKingdom,Concert,2019-01-25 00:00:00,Day6,Youth,"London, UK",O2 Forum Kentish Town,,
UnitedKingdom,Concert,2019-02-17 00:00:00,PLT,We Go Holic,"London, UK",ULU Live,,
UnitedKingdom,Concert,2019-02-22 00:00:00,Park Jungmin,Europe Tour,"London, UK",229 The Venue,,
UnitedKingdom,Concert,2019-02-23 00:00:00,Hyolyn,TRUE,"London, UK",Electric Ballroom,,
UnitedKingdom,Concert,2019-03-10 00:00:00,A.C.E.,To Be An Ace,"London, UK",O2 Academy Islington,,
UnitedKingdom,Concert,2019-03-20 00:00:00,Epik High,sleepless in __________,"London, UK",Electric Ballroom,,
UnitedKingdom,Concert,2019-03-23 00:00:00,Sik-K,FL1P Sik-K,"London, UK",Electric Ballroom,,
UnitedKingdom,Concert,2019-03-27 00:00:00,Bang Yongguk,European Tour,"London, UK",Underworld Camden,,
UnitedKingdom,Concert,2019-04-03 00:00:00,Ateez,Expedition,"London, UK",O2 Forum Kentish Town,,
UnitedKingdom,Concert,2019-04-06 00:00:00,Seven O'Clock,The Beginning,"London, UK",TBA,,
UnitedKingdom,Concert,2019-04-28 00:00:00,Sam Kim,Sun and Moon,"London, UK",Electric Ballroom,,
UnitedKingdom,Concert,2019-05-12 00:00:00,SF9,Unlimited,"London, UK",O2 Shepherd's Bush Empire,,
UnitedKingdom,Concert,2019-05-22 00:00:00,Blackpink,In Your Area,"London, UK",SSE Arena,,
UnitedKingdom,Concert,2019-06-21 00:00:00,Eric Nam,I Color U,"London, UK",O2 Academy Islington,,
UnitedKingdom,Concert,2019-07-09 00:00:00,Monsta X,We Are Here,"London, UK",[TBD](),,
UnitedKingdom,Concert,2019-09-11 00:00:00,Dok2Gonzo,Thunderground,"London, UK",Scala,,
UnitedKingdom,Concert,2019-06-01 00:00:00,BTS,Love Yourself: Speak Yourself,"Wembley, UK",Wembley Stadium,,
USA,Concert,2019-01-18 00:00:00,Oh My Girl,First US Tour,"Atlanta, GA",Center Stage Theater,,
USA,Concert,2019-01-21 00:00:00,MXM,Meet & Live,"Atlanta, GA",Buckhead Theatre,,
USA,Concert,2019-03-22 00:00:00,Ateez,Expedition,"Atlanta, GA",Center Stage Theater,,
USA,Concert,2019-04-12 00:00:00,Sik-K,FL1P Sik-K,"Atlanta, GA",Center Stage Theater,,
USA,Concert,2019-04-15 00:00:00,Epik High,sleepless in __________,"Atlanta, GA",Center Stage Theater,,
USA,Concert,2019-04-24 00:00:00,SF9,Unlimited,"Atlanta, GA",Center Stage Theater,,
USA,Concert,2019-04-26 00:00:00,NCT127,NeoCity: The Origin,"Atlanta, GA",Coca-Cola Roxy,,
USA,Concert,2019-05-05 00:00:00,Blackpink,In Your Area,"Atlanta, GA",Infinite Energy Arena,,
USA,Concert,2019-05-17 00:00:00,TXT,STAR in US,"Atlanta, GA",Center Stage Theater,,
USA,Concert,2019-07-30 00:00:00,Monsta X,We Are Here,"Atlanta, GA",Fox Theatre,,
USA,Concert,2019-08-28 00:00:00,The Rose,We Rose You Live,"Atlanta, GA",Center Stage,,
USA,Concert,2019-11-13 00:00:00,Tiffany Young,Magnetic Moon,"Atlanta, GA",Buckhead Theatre,,
USA,Concert,2019-04-18 00:00:00,Epik High,sleepless in __________,"Austin, TX",Emo’s,,
USA,Concert,2019-08-25 00:00:00,Various,Kevin Woo x James Lee feat. FYKE,"Berkeley, CA",Cornerstone,,
USA,Concert,2019-04-09 00:00:00,Epik High,sleepless in __________,"Boston, MA",Paradise Rock Club,,
USA,Concert,2019-09-15 00:00:00,Day6,Gravity,"Boston, MA",Orpheum Theatre,,
USA,Concert,2019-11-08 00:00:00,Tiffany Young,Magnetic Moon,"Boston, MA",Paradise Rock Club,,
USA,Concert,2019-03-03 00:00:00,KNK,Lonely Night,"Brooklyn, NY",Warsaw,,
USA,Concert,2019-03-24 00:00:00,Ateez,Expedition,"Brooklyn, NY",Warsaw,,
USA,Concert,2019-04-06 00:00:00,M.O.N.T,Will You Be My Mint,"Brooklyn, NY",Sunnyvale,,
USA,Concert,2019-04-21 00:00:00,SF9,Unlimited,"Brooklyn, NY",Kings Theatre,,
USA,Concert,2019-11-10 00:00:00,Tiffany Young,Magnetic Moon,"Brooklyn, NY",Brooklyn Steel,,
USA,Concert,2019-01-20 00:00:00,Oh My Girl,First US Tour,"Chicago, IL",Park West,,
USA,Concert,2019-02-15 00:00:00,Red Velvet,REDMARE,"Chicago, IL",Chicago Theater,,
USA,Concert,2019-03-01 00:00:00,KNK,Lonely Night,"Chicago, IL",Park West,,
USA,Concert,2019-03-08 00:00:00,Tiffany Young,Lips on Lips,"Chicago, IL",Lincoln Hall,,
USA,Concert,2019-03-20 00:00:00,Ateez,Expedition,"Chicago, IL",Vic Theatre,,
USA,Concert,2019-04-03 00:00:00,Epik High,sleepless in __________,"Chicago, IL",House Of Blues,,
USA,Concert,2019-04-07 00:00:00,M.O.N.T,Will You Be My Mint,"Chicago, IL",Studebaker Theater,,
USA,Concert,2019-04-16 00:00:00,Sik-K,FL1P Sik-K,"Chicago, IL",Concord Music Hall,,
USA,Concert,2019-04-19 00:00:00,SF9,Unlimited,"Chicago, IL",Vic Theatre,,
USA,Concert,2019-04-24 00:00:00,Blackpink,In Your Area,"Chicago, IL",All State Arena,,
USA,Concert,2019-04-30 00:00:00,VAV,Meet & Live Tour,"Chicago, IL",Park West,,
USA,Concert,2019-05-11 00:00:00,BTS,Love Yourself: Speak Yourself,"Chicago, IL",Soldier Field,,
USA,Concert,2019-05-12 00:00:00,TXT,STAR in US,"Chicago, IL",Vic Theatre,,
USA,Concert,2019-07-23 00:00:00,Twice,TWICELIGHTS,"Chicago, IL",Wintrust Arena,,
USA,Concert,2019-08-27 00:00:00,Sung Si Kyung,The Song,"Chicago, IL",Copernicus Center,,
USA,Concert,2019-09-06 00:00:00,Pentagon,PRISM,"Chicago, IL",House of Blues Chicago,,
USA,Concert,2019-09-06 00:00:00,The Rose,We Rose You Live,"Chicago, IL",Park West,,
USA,Concert,2019-10-30 00:00:00,Teen Top,Party To. N9NE,"Chicago, IL",Concord Music Hall,,
USA,Concert,2019-11-02 00:00:00,Tiffany Young,Magnetic Moon,"Chicago, IL",Vic Theatre,,
USA,Concert,2019-04-28 00:00:00,NCT127,NeoCity: The Origin,"Coral Gables, FL",Watsco Center,,
USA,Concert,2019-02-27 00:00:00,KNK,Lonely Night,"Dallas, TX",Granada Theater,,
USA,Concert,2019-03-17 00:00:00,Ateez,Expedition,"Dallas, TX",Granada Theater,,
USA,Concert,2019-04-02 00:00:00,M.O.N.T,Will You Be My Mint,"Dallas, TX",Viva's Lounge,,
USA,Concert,2019-04-09 00:00:00,Sik-K,FL1P Sik-K,"Dallas, TX",Canton Hall,,
USA,Concert,2019-04-20 00:00:00,Epik High,sleepless in __________,"Dallas, TX",Canton Hall,,
USA,Concert,2019-05-01 00:00:00,VAV,Meet & Live Tour,"Dallas, TX",South Side Music Hall,,
USA,Concert,2019-05-01 00:00:00,NCT127,NeoCity: The Origin,"Dallas, TX",Verizon Theater,,
USA,Concert,2019-05-19 00:00:00,TXT,STAR in US,"Dallas, TX",Bomb Factory,,
USA,Concert,2019-09-04 00:00:00,The Rose,We Rose You Live,"Dallas, TX",Granada Theater,,
USA,Concert,2019-09-08 00:00:00,Pentagon,PRISM,"Dallas, TX",House of Blues Dallas,,
USA,Concert,2019-10-25 00:00:00,Teen Top,Party To. N9NE,"Dallas, TX",South Side Music Hall,,
USA,Concert,2019-11-16 00:00:00,Tiffany Young,Magnetic Moon,"Dallas, TX",Trees,,
USA,Concert,2019-11-18 00:00:00,Tiffany Young,Magnetic Moon,"Denver, CO",Bluebird Theater,,
USA,Concert,2019-04-04 00:00:00,M.O.N.T,Will You Be My Mint,"Duluth, GA",Red Clay Music Foundry,,
USA,Concert,2019-05-08 00:00:00,Blackpink,In Your Area,"Fort Worth, TX",Fort Worth Convention Center,,
USA,Concert,2019-02-10 00:00:00,Red Velvet,REDMARE,"Grand Prairie, TX",Verizon Theatre,,
USA,Concert,2019-03-21 00:00:00,ASTRO,Star Light,"Grand Prairie, TX",Verizon Theater,,
USA,Concert,2019-07-25 00:00:00,Monsta X,We Are Here,"Grand Prairie, TX",The Theatre,,
USA,Concert,2019-09-20 00:00:00,Day6,Gravity,"Grand Prairie, TX",Theater at Grand Prairie,,
USA,Concert,2019-03-16 00:00:00,Tiffany Young,Lips on Lips,"Hollywood, CA",Troubadour,,
USA,Concert,2019-09-08 00:00:00,Sung Si Kyung,The Song,"Honolulu, HI",Hawaii Theatre,,
USA,Concert,2019-01-22 00:00:00,Oh My Girl,First US Tour,"Houston, TX",Stereo Live Houston,,
USA,Concert,2019-01-23 00:00:00,MXM,Meet & Live,"Houston, TX",Zilkha Hall,,
USA,Concert,2019-04-10 00:00:00,Sik-K,FL1P Sik-K,"Houston, TX",Warehouse Live,,
USA,Concert,2019-04-19 00:00:00,Epik High,sleepless in __________,"Houston, TX",House Of Blues,,
USA,Concert,2019-05-19 00:00:00,Stray Kids,I am,"Houston, TX",Revention Music Center,,
USA,Concert,2019-09-11 00:00:00,The Rose,We Rose You Live,"Houston, TX",Warehouse Live,,
USA,Concert,2019-11-15 00:00:00,Tiffany Young,Magnetic Moon,"Houston, TX",White Oak Music Hall,,
USA,Concert,2019-01-26 00:00:00,Oh My Girl,First US Tour,"Indio, CA",Fantasy Springs,,
USA,Festival,2019-04-12 00:00:00,Various,Coachella,"Indio, CA",Empire Polo Club,,
USA,Festival,2019-04-19 00:00:00,Various,Coachella,"Indio, CA",Empire Polo Club,,
USA,Concert,2019-10-19 00:00:00,"Hyolyn, Ha Dong Qn",Hot & Blue,"Indio, CA",Fantasy Springs Casino,,
USA,Concert,2019-07-17 00:00:00,Twice,TWICELIGHTS,"Inglewood, CA",The Forum,,
USA,Concert,2019-01-22 00:00:00,Winner,Everwhere,"Irving, TX",Toyota Music Pavillion,,
USA,Concert,2019-01-20 00:00:00,MXM,Meet & Live,"Jersey City, NJ",White Eagle Hall,,
USA,Concert,2019-04-27 00:00:00,VAV,Meet & Live Tour,"Jersey City, NJ",White Eagle Hall,,
USA,Concert,2019-08-17 00:00:00,IMFACT,1st Meet & Greet,"Jersey City, NJ",White Eagle Hall,,
USA,Festival,2019-09-21 00:00:00,Monsta X,Daytime Stage,"Las Vegas, NV",Las Vegas Festival Grounds,,
USA,Concert,2019-04-07 00:00:00,Sik-K,FL1P Sik-K,Los Angeles,The Novo,,
USA,Concert,2019-05-24 00:00:00,TXT,STAR in US,Los Angeles,The Novo,,
USA,Concert,2019-01-20 00:00:00,Winner,Everwhere,"Los Angeles, CA",Hollywood Palladium,,
USA,Concert,2019-01-25 00:00:00,MXM,Meet & Live,"Los Angeles, CA",Teragram Ballroom,,
USA,Concert,2019-02-24 00:00:00,KNK,Lonely Night,"Los Angeles, CA",Globe Theater,,
USA,Concert,2019-03-07 00:00:00,Sunmi,Warning,"Los Angeles, CA",Fonda Theater,,
USA,Concert,2019-03-15 00:00:00,Ateez,Expedition,"Los Angeles, CA",Globe Theater,,
USA,Concert,2019-03-24 00:00:00,ASTRO,Star Light,"Los Angeles, CA",Hollywood Palladium,,
USA,Concert,2019-04-17 00:00:00,Blackpink,In Your Area,"Los Angeles, CA",The Forum,,
USA,Concert,2019-04-26 00:00:00,Epik High,sleepless in __________,"Los Angeles, CA",The Wiltern,,
USA,Concert,2019-04-26 00:00:00,SF9,Unlimited,"Los Angeles, CA",Fonda Theater,,
USA,Concert,2019-05-05 00:00:00,VAV,Meet & Live Tour,"Los Angeles, CA",Avalon Hollywood,,
USA,Concert,2019-05-12 00:00:00,NCT127,NeoCity: The Origin,"Los Angeles, CA",Microsoft Theater,,
USA,Concert,2019-08-10 00:00:00,Monsta X,We Are Here,"Los Angeles, CA",STAPLES Center,,
USA,Convention,2019-08-17 00:00:00,Various,KCON 2019,"Los Angeles, CA",STAPLES Center,,
USA,Convention,2019-08-18 00:00:00,Various,KCON 2019,"Los Angeles, CA",STAPLES Center,,
USA,Concert,2019-08-24 00:00:00,Various,Kevin Woo x James Lee feat. FYKE,"Los Angeles, CA",El Rey Theatre,,
USA,Concert,2019-09-04 00:00:00,Sung Si Kyung,The Song,"Los Angeles, CA",Theatre at Ace Hotel,,
USA,Concert,2019-09-12 00:00:00,Pentagon,PRISM,"Los Angeles, CA",The Wiltern,,
USA,Concert,2019-09-15 00:00:00,The Rose,We Rose You Live,"Los Angeles, CA",Fonda Theater,,
USA,Concert,2019-09-28 00:00:00,Day6,Gravity,"Los Angeles, CA",The Novo,,
USA,Concert,2019-11-03 00:00:00,Teen Top,Party To. N9NE,"Los Angeles, CA",Globe Theatre,,
USA,Concert,2019-11-21 00:00:00,Tiffany Young,Magnetic Moon,"Los Angeles, CA",Fonda Theater,,
USA,Concert,2019-02-13 00:00:00,Red Velvet,REDMARE,"Miami Beach, FL",Fillmore Miami Beach,,
USA,Concert,2019-09-18 00:00:00,Day6,Gravity,"Miami Beach, FL",Jackie Gleason Theater,,
USA,Concert,2019-09-08 00:00:00,The Rose,We Rose You Live,"Miami, FL",Olympia Theater,,
USA,Concert,2019-01-18 00:00:00,MXM,Meet & Live,"Minneapolis, MN",Pantages Theatre,,
USA,Concert,2019-04-01 00:00:00,Epik High,sleepless in __________,"Minneapolis, MN",First Avenue,,
USA,Concert,2019-08-30 00:00:00,The Rose,We Rose You Live,"Minneapolis, MN",Pantages Theatre,,
USA,Concert,2019-11-01 00:00:00,Tiffany Young,Magnetic Moon,"Minneapolis, MN",First Avenue,,
USA,Concert,2019-05-18 00:00:00,BTS,Love Yourself: Speak Yourself,"New Jersey, NJ",Metlife Stadium,,
USA,Concert,2019-01-29 00:00:00,Winner,Everwhere,"New York, NY",Hulu Theater,,
USA,Concert,2019-03-06 00:00:00,Tiffany Young,Lips on Lips,"New York, NY",Bowery Ballroom,,
USA,Concert,2019-03-15 00:00:00,Sunmi,Warning,"New York, NY",The Town Hall,,
USA,Event,2019-03-16 00:00:00,iKon,Fortnite x Samsung Level Up,"New York, NY",Samsung 837,,
USA,Concert,2019-04-07 00:00:00,Epik High,sleepless in __________,"New York, NY",Terminal 5,,
USA,Concert,2019-04-14 00:00:00,Sik-K,FL1P Sik-K,"New York, NY",PlayStation Theater,,
USA,Concert,2019-05-09 00:00:00,TXT,STAR in US,"New York, NY",PlayStation Theater,,
USA,Concert,2019-08-03 00:00:00,Monsta X,We Are Here,"New York, NY",Hulu Theater,,
USA,Concert,2019-08-30 00:00:00,Sung Si Kyung,The Song,"New York, NY",Town Hall,,
USA,Concert,2019-09-01 00:00:00,The Rose,We Rose You Live,"New York, NY",Town Hall,,
USA,Concert,2019-09-05 00:00:00,Pentagon,PRISM,"New York, NY",Beacon Theater,,
USA,Concert,2019-09-12 00:00:00,Day6,Gravity,"New York, NY",Playstation Theater,,
USA,Concert,2019-02-17 00:00:00,Red Velvet,REDMARE,"Newark, NJ",NJ Performing Arts Center,,
USA,Concert,2019-03-19 00:00:00,ASTRO,Star Light,"Newark, NJ",NJ Performing Arts Center,,
USA,Concert,2019-04-24 00:00:00,NCT127,Neocity: The Origin,"Newark, NJ",Prudential Center,,
USA,Concert,2019-05-01 00:00:00,Blackpink,In Your Area,"Newark, NJ",Prudential Center,,
USA,Concert,2019-05-14 00:00:00,Stray Kids,I am,"Newark, NJ",NJ Performing Arts Center,,
USA,Concert,2019-07-21 00:00:00,Twice,TWICELIGHTS,"Newark, NJ",Prudential Center,,
USA,Concert,2019-05-14 00:00:00,TXT,STAR in US,"Orlando, FL",The Plaza Live,,
USA,Concert,2019-02-08 00:00:00,Red Velvet,REDMARE,"Pasadena, CA",Pasadena Civic Auditorium,,
USA,Concert,2019-05-04 00:00:00,BTS,Love Yourself: Speak Yourself,"Pasadena, CA",Rose Bowl Stadium,,
USA,Concert,2019-05-17 00:00:00,Stray Kids,I am,"Pasadena, CA",Pasadena Civic Auditorium,,
USA,Concert,2019-04-10 00:00:00,Epik High,sleepless in __________,"Philadelphia, PA",Union Transfer,,
USA,Concert,2019-11-06 00:00:00,Tiffany Young,Magnetic Moon,"Philadelphia, PA",Union Transfer,,
USA,Concert,2019-05-03 00:00:00,NCT127,NeoCity: The Origin,"Phoenix, AZ",Comerica Theatre,,
USA,Concert,2019-11-20 00:00:00,Tiffany Young,Magnetic Moon,"Phoenix, AZ",Crescent Ballroom,,
USA,Concert,2019-03-31 00:00:00,M.O.N.T,Will You Be My Mint,"Pomona, CA",The Glass House,,
USA,Concert,2019-10-28 00:00:00,Tiffany Young,Magnetic Moon,"Portland, OR",Wonder Ballroom,,
USA,Festival,2019-03-02 00:00:00,Various,Koreafest 2019,"Raleigh, NC",NC Kerr Scott Building,,
USA,Concert,2019-04-13 00:00:00,Epik High,sleepless in __________,"Raleigh, NC",Lincoln Theatre,,
USA,Concert,2019-11-12 00:00:00,Tiffany Young,Magnetic Moon,"Raleigh, NC",Lincoln Theatre,,
USA,Concert,2019-01-24 00:00:00,Winner,Everwhere,"Rosemont, IL",Rosemont Theatre,,
USA,Concert,2019-05-07 00:00:00,NCT127,NeoCity: The Origin,"Rosemont, IL",Rosemont Theater,,
USA,Concert,2019-08-06 00:00:00,Monsta X,We Are Here,"Rosemont, IL",Rosemont Theatre,,
USA,Concert,2019-09-22 00:00:00,Day6,Gravity,"Rosemont, IL",Rosemont Theatre,,
USA,Concert,2019-04-23 00:00:00,Epik High,sleepless in __________,"San Diego, CA",The Observatory,,
USA,Concert,2019-01-18 00:00:00,Winner,Everwhere,"San Francisco, CA",The Masonic,,
USA,Concert,2019-03-06 00:00:00,Sunmi,Warning,"San Francisco, CA",Regency Ballroom,,
USA,Concert,2019-03-15 00:00:00,Tiffany Young,Lips on Lips,"San Francisco, CA",Great American Music Hall,,
USA,Concert,2019-03-26 00:00:00,ASTRO,Star Light,"San Francisco, CA",The Warfield,,
USA,Concert,2019-04-05 00:00:00,Sik-K,FL1P Sik-K,"San Francisco, CA",Regency Ballroom,,
USA,Concert,2019-04-28 00:00:00,Epik High,sleepless in __________,"San Francisco, CA",The Warfield,,
USA,Concert,2019-05-03 00:00:00,VAV,Meet & Live Tour,"San Francisco, CA",The Chapel,,
USA,Concert,2019-09-25 00:00:00,Day6,Gravity,"San Francisco, CA",The Warfield,,
USA,Concert,2019-10-25 00:00:00,Tiffany Young,Magnetic Moon,"San Francisco, CA",Regency Ballroom,,
USA,Concert,2019-01-26 00:00:00,MXM,Meet & Live,"San Jose, CA",Montgomery Theater,,
USA,Concert,2019-01-27 00:00:00,Oh My Girl,First US Tour,"San Jose, CA",Montgomery Theater,,
USA,Concert,2019-05-09 00:00:00,NCT127,NeoCity: The Origin,"San Jose, CA",City National Civic,,
USA,Concert,2019-09-13 00:00:00,Pentagon,PRISM,"San Jose, CA",San Jose Civic,,
USA,Concert,2019-11-01 00:00:00,Teen Top,Party To. N9NE,"San Jose, CA",SJSU Hammer Theatre,,
USA,Concert,2019-04-28 00:00:00,VAV,Meet & Live Tour,"San Juan, PR",Teatro Ambassador,,
USA,Concert,2019-10-27 00:00:00,Teen Top,Party To. N9NE,"San Juan, PR",Teatro Francisco Arriví,,
USA,Concert,2019-01-15 00:00:00,Winner,Everwhere,"Seattle, WA",Paramount Theatre,,
USA,Concert,2019-03-10 00:00:00,Sunmi,Warning,"Seattle, WA",Showbox SoDo,,
USA,Concert,2019-03-12 00:00:00,Tiffany Young,Lips on Lips,"Seattle, WA",Crocodile,,
USA,Concert,2019-04-04 00:00:00,Sik-K,FL1P Sik-K,"Seattle, WA",Neptune Theatre,,
USA,Concert,2019-05-01 00:00:00,Epik High,sleepless in __________,"Seattle, WA",Showbox SoDo,,
USA,Concert,2019-09-06 00:00:00,Sung Si Kyung,The Song,"Seattle, WA",Moore Theatre,,
USA,Concert,2019-09-10 00:00:00,Pentagon,PRISM,"Seattle, WA",Moore Theater,,
USA,Concert,2019-09-13 00:00:00,The Rose,We Rose You Live,"Seattle, WA",Showbox SoDo,,
USA,Concert,2019-10-29 00:00:00,Tiffany Young,Magnetic Moon,"Seattle, WA",Showbox SoDo,,
USA,Concert,2019-04-12 00:00:00,Epik High,sleepless in __________,"Silver Spring, MD",Fillmore Silver Spring,,
USA,Concert,2019-03-09 00:00:00,Tiffany Young,Lips on Lips,"St. Paul, MN",Amsterdam Hall,,
USA,Concert,2019-05-05 00:00:00,NCT127,NeoCity: The Origin,"Sugar Land, TX",Smart Financial Centre,,
USA,Concert,2019-07-27 00:00:00,Monsta X,We Are Here,"Sugar Land, TX",Smart Financial Centre,,
USA,Concert,2019-03-18 00:00:00,Sunmi,Warning,Washington D.C.,Lincoln Theatre,,
USA,Concert,2019-09-01 00:00:00,Sung Si Kyung,The Song,"Washington, DC",Warner Theatre,,
USA,Concert,2019-11-09 00:00:00,Tiffany Young,Magnetic Moon,"Washington, DC",U Street Music Hall,,
Australia,Festival,2020-02-29 00:00:00,"SF9, Jessi, BewhY, Lil Mushroom",O-LA KFEST,"Sydney, Australia",Big Top @ Luna Park,,
Belgium,Concert,2020-01-22 00:00:00,Day6,Gravity,"Brussels, Belgium",Cirque Royal,,
Bulgaria,Concert,2020-12-01 00:00:00,ONF,Go Live,"Sofia, Bulgaria",Music Jam club,,
Canada,Concert,2020-02-04 00:00:00,BewhY,The Movie Star,"Vancouver, BC",Vogue Theatre,,
Canada,Concert,2020-02-05 00:00:00,BewhY,The Movie Star,"Calgary, AB",MacEwan Ballroom,,
Canada,Concert,2020-02-06 00:00:00,BewhY,The Movie Star,"Toronto, ON",Queen Elizabeth Theatre,,
Canada,Concert,2020-02-19 00:00:00,VAV,Grand America,"Toronto, ON",Phoenix Concert Theatre,,
Canada,Concert,2020-02-24 00:00:00,Eric Nam,BEFORE WE BEGIN,"Toronto, ON",Danforth Music Hall,,
Canada,Concert,2020-03-03 00:00:00,Eric Nam,BEFORE WE BEGIN,"Calgary, AB",MacEwan Hall,,
Canada,Concert,2020-03-06 00:00:00,Eric Nam,BEFORE WE BEGIN,"Vancouver, BC",Vogue Theatre,,
Colombia,Concert,2020-03-11 00:00:00,VAV,Grand America,"Bogota, Colombia",Auditorio Mayor CUN,,
Denmark,Concert,2020-02-21 00:00:00,M.O.N.T.,Attention Korea,"Copenhagen, Denmark",Pumpehuset,,
Denmark,Fanmeet,2020-02-19 00:00:00,M.O.N.T.,Special Live Date,"Copenhagen, Denmark",All in Kpop,,
France,Concert,2020-01-10 00:00:00,Day6,Gravity,"Aubervilliers, France",Les Docks de Paris,,
